Unique Key,Created Date,Closed Date,duration,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
65246106,6/12/2025 14:54:26,6/12/2025 14:54:26,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463,3536 CAMBRIDGE AVENUE,CAMBRIDGE AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,08 BRONX,2057917501,BRONX,1009696,261990,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88573939,-73.90797381,"(40.885739393276225, -73.90797381245531)"
65246107,6/12/2025 14:33:08,6/12/2025 14:33:08,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1975 BIRCHALL AVENUE,BIRCHALL AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,11 BRONX,2042530080,BRONX,1020630,248535,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84877125,-73.86850379,"(40.84877125253277, -73.86850378519968)"
65251111,6/12/2025 14:23:43,6/12/2025 14:23:43,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1705 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,03 BRONX,2029970030,BRONX,1015899,243742,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8356341,-73.88562668,"(40.8356341044286, -73.88562667543762)"
65244864,6/12/2025 14:08:20,6/12/2025 14:08:20,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,910 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2024610001,BRONX,1005810,240876,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82779815,-73.92209554,"(40.82779815397558, -73.92209554470838)"
65244868,6/12/2025 14:05:02,6/12/2025 14:05:02,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11375,102-50 62 ROAD,62 ROAD,,,,,ADDRESS,FOREST HILLS,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,06 QUEENS,4021220028,QUEENS,1024315,207122,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73508795,-73.85543135,"(40.73508795272568, -73.85543134632108)"
65246104,6/12/2025 14:05:02,6/12/2025 14:05:02,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10460,1490 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,03 BRONX,2029650051,BRONX,1013455,243351,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83456934,-73.89446051,"(40.834569343522226, -73.89446050915083)"
65244870,6/12/2025 13:38:09,6/12/2025 13:38:09,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10472,2010 POWELL AVENUE,POWELL AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,09 BRONX,2038010001,BRONX,1024038,241876,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83047956,-73.85622503,"(40.830479560431925, -73.85622502935952)"
65242334,6/12/2025 13:24:56,6/12/2025 13:24:56,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,760 ROGERS AVENUE,ROGERS AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,17 BROOKLYN,3050840061,BROOKLYN,997377,177054,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65263928,-73.95269171,"(40.65263927733046, -73.95269170983792)"
65242328,6/12/2025 12:39:29,6/12/2025 12:39:29,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66745133,-73.92418971,"(40.66745132787962, -73.92418971048366)"
65244867,6/12/2025 12:36:26,6/12/2025 12:36:26,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10040,160 BENNETT AVENUE,BENNETT AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,12 MANHATTAN,1021800340,MANHATTAN,1002414,250933,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85540931,-73.93433934,"(40.85540931212554, -73.93433933605257)"
65248609,6/12/2025 12:33:44,6/12/2025 12:33:44,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,2035 MARMION AVENUE,MARMION AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,06 BRONX,2031080044,BRONX,1015907,247072,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84477395,-73.88558205,"(40.84477394812298, -73.88558204647576)"
65242331,6/12/2025 12:33:25,6/12/2025 12:33:25,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10032,100 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,12 MANHATTAN,1021370119,MANHATTAN,999844,244841,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.83869348,-73.94364374,"(40.83869348292832, -73.9436437404578)"
65249879,6/12/2025 12:27:24,6/12/2025 12:27:24,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,866 EAST  178 STREET,EAST  178 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,06 BRONX,2031210014,BRONX,1016087,246617,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84352446,-73.88493363,"(40.84352446040918, -73.88493363308801)"
65249882,6/12/2025 12:09:19,6/13/2025 0:00:00,11:50:41,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11432,163-03 89 AVENUE,89 AVENUE,,,,,ADDRESS,JAMAICA,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-06-13,12 QUEENS,4098130001,QUEENS,1040232,196953,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.70709015,-73.79808195,"(40.70709015120177, -73.7980819505901)"
65243580,6/12/2025 12:05:50,6/12/2025 12:05:50,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10456,3462 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,03 BRONX,2026097501,BRONX,1010160,241632,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82986147,-73.90637444,"(40.829861467032806, -73.90637443649962)"
65246110,6/12/2025 11:56:49,6/12/2025 11:56:49,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11207,225 WORTMAN AVENUE,WORTMAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,05 BROOKLYN,3043710001,BROOKLYN,1016152,178638,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65693927,-73.8850212,"(40.656939272943234, -73.88502119958487)"
65246105,6/12/2025 11:47:47,6/12/2025 11:47:47,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11226,650 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,14 BROOKLYN,3051230005,BROOKLYN,995238,174936,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64682874,-73.96040388,"(40.646828740026976, -73.9604038839779)"
65246109,6/12/2025 11:14:16,6/12/2025 11:14:16,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,1475 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,05 BRONX,2028770202,BRONX,1005806,248118,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84767534,-73.92208672,"(40.84767534498709, -73.92208672303786)"
65249877,6/12/2025 11:05:13,6/12/2025 11:05:13,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11102,25-20 30 ROAD,30 ROAD,,,,,ADDRESS,ASTORIA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,01 QUEENS,4005770023,QUEENS,1005063,218958,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76764102,-73.92486267,"(40.76764102381678, -73.92486267044741)"
65242332,6/12/2025 11:02:13,6/12/2025 11:02:13,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10026,205 WEST  119 STREET,WEST  119 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,10 MANHATTAN,1019250025,MANHATTAN,997703,232669,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80528831,-73.95140565,"(40.80528831231028, -73.95140565299934)"
65249883,6/12/2025 11:02:13,6/12/2025 11:02:13,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11368,98-32 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 QUEENS,4019180072,QUEENS,1022730,208193,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73803462,-73.86114445,"(40.738034617226845, -73.86114444976704)"
65244873,6/12/2025 10:52:36,6/12/2025 10:52:36,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10032,655 WEST  160 STREET,WEST  160 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,12 MANHATTAN,1021360098,MANHATTAN,999307,244152,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.83680331,-73.94558599,"(40.83680331008733, -73.94558598899529)"
65249881,6/12/2025 9:57:36,6/12/2025 9:57:36,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10003,60 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,03 MANHATTAN,1004450004,MANHATTAN,987111,203715,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72582685,-73.98967794,"(40.72582685403088, -73.98967794203345)"
65248610,6/12/2025 9:54:09,6/12/2025 9:54:09,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,2031 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,06 BRONX,2030690093,BRONX,1014383,248211,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8479055,-73.89108512,"(40.84790549784514, -73.89108511814386)"
65251109,6/12/2025 9:38:40,6/12/2025 9:38:40,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11365,189-04 64 AVENUE,64 AVENUE,,,,,ADDRESS,FRESH MEADOWS,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,08 QUEENS,4071170003,QUEENS,1044150,208817,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7396282,-73.78384482,"(40.73962820302562, -73.78384481935085)"
65244865,6/12/2025 9:35:39,6/12/2025 9:35:39,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1401 JESUP AVENUE,JESUP AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2028720036,BRONX,1006181,245781,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84126004,-73.92073894,"(40.8412600444931, -73.92073894480015)"
65249880,6/12/2025 9:22:30,6/12/2025 9:22:30,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1014 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2024770007,BRONX,1005587,242030,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83096609,-73.92289766,"(40.8309660939894, -73.92289765759232)"
65246103,6/12/2025 9:22:30,6/13/2025 0:00:00,14:37:30,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11201,295 BRIDGE STREET,BRIDGE STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-06-13,02 BROOKLYN,3020470011,BROOKLYN,988372,192413,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69480505,-73.98513536,"(40.694805049641914, -73.9851353630346)"
65244869,6/12/2025 9:04:23,6/12/2025 9:04:23,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11225,150 LEFFERTS AVENUE,LEFFERTS AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,09 BROOKLYN,3013280016,BROOKLYN,996450,180471,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66201952,-73.95602634,"(40.662019517063634, -73.95602633527322)"
65243584,6/12/2025 8:55:04,6/12/2025 8:55:04,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10461,1845 HOBART AVENUE,HOBART AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,10 BRONX,2041940039,BRONX,1030891,248454,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84850069,-73.83141585,"(40.84850069231833, -73.83141584687485)"
65244874,6/12/2025 8:23:58,6/12/2025 8:23:58,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10037,53 EAST  131 STREET,EAST  131 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80933002,-73.93738668,"(40.8093300190546, -73.93738668006867)"
65247383,6/12/2025 8:20:57,6/12/2025 8:20:57,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10451,760 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2024580072,BRONX,1005201,239480,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823968,-73.92430045,"(40.82396799829674, -73.92430045067182)"
65251113,6/12/2025 8:02:54,6/12/2025 8:02:54,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10473,510 ROSEDALE AVENUE,ROSEDALE AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,09 BRONX,2035190005,BRONX,1021550,236127,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81471106,-73.86524742,"(40.814711059634774, -73.86524742455468)"
65248606,6/12/2025 7:53:52,6/12/2025 7:53:52,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1131 OGDEN AVENUE,OGDEN AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2025260090,BRONX,1004313,243967,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83628558,-73.92749553,"(40.83628558491302, -73.9274955262169)"
65244866,6/12/2025 7:53:52,6/12/2025 7:53:52,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10467,3560 WEBSTER AVENUE,WEBSTER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,12 BRONX,2033607501,BRONX,1020019,260223,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88085373,-73.87064987,"(40.88085373156286, -73.87064987020247)"
65248611,6/12/2025 5:41:09,6/12/2025 5:41:09,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10456,1050 CARROLL PLACE,CARROLL PLACE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,04 BRONX,2024560001,BRONX,1006575,242025,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83094993,-73.91932749,"(40.83094992828572, -73.9193274875992)"
65248612,6/12/2025 5:32:27,6/12/2025 5:32:27,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,3555 KINGS COLLEGE PLACE,KINGS COLLEGE PLACE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-12,07 BRONX,2033440102,BRONX,1018640,260214,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88083451,-73.87563674,"(40.88083451064617, -73.87563673696594)"
65248607,6/11/2025 21:58:20,6/11/2025 21:58:20,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10460,1490 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,03 BRONX,2029650051,BRONX,1013455,243351,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83456934,-73.89446051,"(40.834569343522226, -73.89446050915083)"
65233819,6/11/2025 19:36:00,6/11/2025 19:36:00,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,1698 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,05 BRONX,2028760171,BRONX,1007216,248317,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84821799,-73.91698966,"(40.848217986280744, -73.91698965727319)"
65232346,6/11/2025 19:05:42,6/11/2025 19:05:42,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463,2907 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,08 BRONX,2032560144,BRONX,1011211,257948,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87464087,-73.90251104,"(40.87464086738497, -73.90251104468575)"
65232347,6/11/2025 18:59:41,6/11/2025 18:59:41,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10024,345 WEST   86 STREET,WEST   86 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,07 MANHATTAN,1012480011,MANHATTAN,989806,227013,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78977263,-73.97993553,"(40.789772626160186, -73.97993553411199)"
65233815,6/11/2025 18:56:37,6/11/2025 18:56:37,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11368,58-35 GRANGER STREET,GRANGER STREET,,,,,ADDRESS,CORONA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,04 QUEENS,4019580026,QUEENS,1024535,208321,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73837791,-73.85463033,"(40.73837790752847, -73.85463033038431)"
65233820,6/11/2025 18:56:36,6/11/2025 18:56:36,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,2290 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,07 BRONX,2031970023,BRONX,1010639,252289,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85911037,-73.90460164,"(40.85911037097102, -73.9046016370002)"
65239643,6/11/2025 18:56:17,6/11/2025 18:56:17,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373,94-25 57 AVENUE,57 AVENUE,,,,,ADDRESS,ELMHURST,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,04 QUEENS,4019020010,QUEENS,1021109,207565,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73631782,-73.86699728,"(40.73631781874827, -73.86699727967387)"
65238159,6/11/2025 18:43:10,6/11/2025 18:43:10,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10032,655 WEST  160 STREET,WEST  160 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,12 MANHATTAN,1021360098,MANHATTAN,999307,244152,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.83680331,-73.94558599,"(40.83680331008733, -73.94558598899529)"
65239651,6/11/2025 18:40:10,6/11/2025 18:40:10,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11236,10307 FLATLANDS AVENUE,FLATLANDS AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,18 BROOKLYN,3081910001,BROOKLYN,1013132,174916,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64673357,-73.89592159,"(40.64673356570643, -73.89592158520432)"
65232348,6/11/2025 18:37:09,6/11/2025 18:37:09,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10023,342 WEST   71 STREET,WEST   71 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,07 MANHATTAN,1011820049,MANHATTAN,988182,223256,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77946153,-73.98580251,"(40.77946153415141, -73.98580250848741)"
65232342,6/11/2025 18:04:37,6/11/2025 18:04:37,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11216,1557 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,03 BROOKLYN,3018580039,BROOKLYN,1001140,186963,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6798309,-73.93910544,"(40.679830895522834, -73.93910544313663)"
65236711,6/11/2025 17:52:05,6/11/2025 17:52:05,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10467,3560 WEBSTER AVENUE,WEBSTER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,12 BRONX,2033607501,BRONX,1020019,260223,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88085373,-73.87064987,"(40.88085373156286, -73.87064987020247)"
65233818,6/11/2025 17:33:35,6/11/2025 17:33:35,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,1902 BEVERLY ROAD,BEVERLY ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,14 BROOKLYN,3051500001,BROOKLYN,995069,174174,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64473742,-73.96101411,"(40.64473742274505, -73.96101411069137)"
65236719,6/11/2025 17:33:34,6/12/2025 0:00:00,6:26:26,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,503 WEST  133 STREET,WEST  133 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and prepared a violation but were unable to issue it.,2025-06-12,09 MANHATTAN,1019870024,MANHATTAN,997055,237240,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8178354,-73.95373761,"(40.81783539703247, -73.95373761025542)"
65239652,6/11/2025 17:30:34,6/11/2025 17:30:34,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,615 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,14 BROOKLYN,3051010061,BROOKLYN,995192,175291,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6478032,-73.96056907,"(40.64780319510334, -73.96056907269815)"
65239648,6/11/2025 17:08:52,6/11/2025 17:08:52,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373,44-30 MACNISH STREET,MACNISH STREET,,,,,ADDRESS,ELMHURST,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,04 QUEENS,4015610025,QUEENS,1017524,209701,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74219482,-73.87992288,"(40.74219481704785, -73.87992287969446)"
65230920,6/11/2025 16:47:49,6/11/2025 16:47:49,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10468,2829 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-06-11,08 BRONX,2032530099,BRONX,1011365,257383,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87308965,-73.90195648,"(40.87308964533921, -73.90195647932322)"
